alpha,delta,A_alpha,B_alpha,C_alpha
1.5,6.100818822764358e-06,1617.4439723993394,176964657.0780292,1077.6293149328928
1.5,6.636174665426095e-06,1550.7483885983545,155988297.5003523,1033.165592398903
1.5,7.218508772251754e-06,1486.7996123278356,137498353.3840428,990.5330748852238
1.5,7.85194355515505e-06,1425.4845183824912,121200099.52553797,949.6563455883274
1.5,8.540963173770412e-06,1366.6946405336555,106833745.72991174,910.4630936891036
1.5,9.29044527934864e-06,1310.3259796528325,94170295.81847234,872.8839864352217
1.5,1.0105695544226167e-05,1256.2788197375266,83007897.48547569,836.8525464916844
1.5,1.0992485221306085e-05,1204.4575515139193,73168624.82156013,802.3050343426129
1.5,1.1957091999438964e-05,1154.7705033043333,64495642.21810887,769.1803355362222
1.5,1.3006344443923628e-05,1107.1297788602913,56850704.44586582,737.4198525735275
1.5,1.414767033672739e-05,1061.4511018742971,50111953.05966877,706.9674012495315
1.5,1.538914925863175e-05,1017.653666895288,44171974.00452861,677.7691112635254
1.5,1.673956978553886e-05,975.6599963840193,38936085.461767755,649.7733309226795
1.5,1.820849170383826e-05,935.3958036555154,34320828.64390228,622.9305357703436
1.5,1.9806313685263796e-05,896.7898614661298,30252637.481906578,597.1932409774198
1.5,2.1544346900318823e-05,859.7738760127538,26666666.000000026,572.5159173418359
1.5,2.3434895091387883e-05,824.2823661212734,23505754.686594967,548.8549107475156
1.5,2.549134167238217e-05,790.2525474105536,20719519.385610424,526.1683649403691
1.5,2.7728244471507223e-05,757.6242212270438,18263548.18530177,504.41614748469584
1.5,3.016143878784795e-05,726.3396681535311,16098693.503210032,483.55977876902074
1.5,3.280814949132081e-05,696.3435459036544,14190448.08323711,463.5623639357696
1.5,3.568711295956224e-05,667.5827914215544,12508394.95839219,444.3885276143696
1.5,3.8818709714958786e-05,640.0065270134755,11025722.611749917,426.004351342317
1.5,4.222510870077182e-05,613.5659703452708,9718797.60740415,408.37731356351384
1.5,4.5930424217704824e-05,588.2143481465902,8566787.8792587,391.4762320977268
1.5,4.9960886631885935e-05,563.9068134690967,7551330.67297006,375.27120897939784
1.5,5.434502806272774e-05,540.6003663523395,6656239.848117785,359.73357756822634
1.5,5.9113884365169984e-05,518.2537777569456,5867247.875070511,344.83585183796373
1.5,6.430121483616162e-05,496.827516630567,5171778.414040397,330.5516777537113
1.5,6.994374120071093e-05,476.28367997755856,4558745.851291466,316.8557866517057
1.5,7.608140756931394e-05,456.58592580868475,4018378.5971579864,303.72395053912317
1.5,8.275766320702957e-05,437.69940885224383,3542063.3292863998,291.1329392348292
1.5,9.001977011595783e-05,419.5907189128814,3122207.698375921,279.0604792752543
1.5,9.791913760853445e-05,402.22782176904747,2752119.307980766,267.4852145126983
1.5,0.0001065116862401253,385.58000250454813,2425899.0393416067,256.3866683363654
1.5,0.0001158582436772414,369.617811173946,2138347.0208700737,245.74520744929734
1.5,0.00012602497530377337,354.31301070569043,1884879.743462758,235.54200713712694
1.5,0.00013708385261355807,339.63852695081647,1661457.0004830004,225.75901796721098
1.5,0.00014911316270508368,325.568400788851,1464517.487851619,216.37893385923402
1.5,0.0001621980624851049,312.07774220620223,1290922.037727721,207.38516147080148
1.5,0.0001764311815044419,299.1426862657965,1137903.5809382831,198.76179084386433
1.5,0.0001919132776935102,286.7403508900708,1003023.0405698055,190.49356726004717
1.5,0.00020875395063961013,274.8487963826415,884130.4536766615,182.56586425509434
1.5,0.000227072417455348,263.44698661704405,779330.7013956597,174.96465774469604
1.5,0.00024699835673065436,252.5147518238846,686953.3012131728,167.67650121592308
1.5,0.0002686728265428373,242.03275291057435,605525.7798809294,160.6885019403829
1.5,0.0002922492630233715,231.98244725052845,533750.2025512463,153.98829816701897
1.5,0.0003178945665503921,222.34605588131268,470482.4840118455,147.56403725420844
1.5,0.0003457902832561806,213.10653205370897,414714.1522463644,141.40435470247266
1.5,0.0003761338902136763,204.24753107606378,365556.2736361557,135.4983540507092
1.5,0.00040914019339999817,195.75338140057391,322225.28357502184,129.8355876003826
1.5,0.00044504284833332393,187.60905690036324,284030.496640335,124.40603793357549
1.5,0.00048409601414789487,179.80015028830678,250363.09723570873,119.20010019220452
1.5,0.000526576152816544,172.31284763057985,220686.43521874593,114.20856508705323
1.5,0.0005727839862576526,165.1339039098478,194527.47182854,109.42260260656519
1.5,0.0006230466251811238,158.2506195948678,171469.23956309783,104.83374639657853
1.5,0.0006777198847437252,151.65081817505433,151144.19581896657,100.43387878336955
1.5,0.0007371908034066062,145.32282462026575,133228.36435169607,96.2152164135105
1.5,0.0008018803828262751,139.25544472770855,117436.17117344886,92.17029648513903
1.5,0.0008722465681750427,133.4379453194244,103515.89257322374,88.29196354628293
1.5,0.0009487874899889744,127.86003525532888,91245.6427022437,84.57335683688592
1.5,0.0010320449904927852,122.51184722821328,80429.8367675947,81.00789815214219
1.5,0.001122608459364942,117.38392030850572,70896.07345828663,77.58928020567048
1.5,0.0012211190060968,112.46718320791352,62492.38691036776,74.31145547194235
1.5,0.0013282739984823986,107.7529382323401,55084.82440808489,71.16862548822674
1.5,0.0014448319993674355,103.2328458956882,48555.311210235464,68.15523059712547
1.5,0.0015716181366052422,98.89891016733236,42799.768467565125,65.26594011155491
1.5,0.001709529944234296,94.74346432716341,37726.45423127315,62.495642884775606
1.5,0.001859543716227668,90.75915740318236,33254.50110870447,59.839438268788236
1.5,0.0020227214177933606,86.9389411676514,29312.627256816282,57.292627445100926
1.5,0.002200218203151435,83.27605766879873,25838.00016696993,54.85070511253249
1.5,0.0023932905930071522,79.76402727602103,22775.235130054454,52.50935151734735
1.5,0.0026033053696094227,76.39663721743537,20075.512417719765,50.26442481162358
1.5,0.0028317492523637668,73.167930589503,17695.799107802955,48.11195372633534
1.5,0.003080239422494574,70.07219581928364,15598.163150035261,46.04813054618909
1.5,0.0033505349712619655,67.10395656067914,13749.168738404265,44.06930437378609
1.5,0.0036445493527765523,64.25796200679284,12119.343352553786,42.17197467119522
1.5,0.003964363929567065,61.52917760126676,10682.707972991197,40.35278506751117
1.5,0.004312242706791514,58.912776132165426,9416.362981847255,38.608517421443615
1.5,0.004690648359397062,56.40412919265169,8300.12314854756,36.93608612843446
1.5,0.005102259665686786,53.998798993348196,7316.195882156005,35.33253266223213
1.5,0.005549990470707651,51.69253051190031,6448.897621810901,33.79502034126687
1.5,0.006037010313703743,49.48124396585342,5684.4038445865945,32.320829310568946
1.5,0.006566766865658864,47.36102759552942,5010.528705966873,30.90735173035295
1.5,0.007143010335766556,45.32813074413491,4416.530800452857,29.552087162756607
1.5,0.0077698200196038925,43.37895722285977,3892.9419461767834,28.25263814857318
1.5,0.008451633176946647,41.510058949229204,3431.416264390235,27.006705966152804
1.5,0.009193276443655246,39.71812984745563,3024.5971481906545,25.812086564970418
1.5,0.01,38.0,2666.0,24.666666666666668
1.75,1e-10,168654807.20898023,1.4456126446484017e+18,67461922.08359209
1.75,1.0877514737307278e-10,158343946.16749725,1.2477425850469473e+18,63337577.6669989
1.75,1.1832032686033702e-10,148663448.7446721,1.0769562401816808e+18,59465378.69786884
1.75,1.2870310991463354e-10,139574777.10257506,9.295464923340847e+17,55829910.04103003
1.75,1.3999699748337049e-10,131041749.44811976,8.023136402133125e+17,52416698.979247905
1.75,1.5228194033041324e-10,123030395.99417293,6.924959456906698e+17,49212157.59766917
1.75,1.6564490501698245e-10,115508823.72661346,5.97709687037743e+17,46203528.69064538
1.75,1.8018048954820907e-10,108447089.43897666,5.158974174533898e+17,43378834.97559066
1.75,1.9599159304358843e-10,101817080.5292346,4.4528330577026566e+17,40726831.41169384
1.75,2.1319014417199638e-10,95592403.0841747,3.8433458995869037e+17,38236960.43366988
1.75,2.318978935079554e-10,89748276.80583687,3.317283067309154e+17,35899309.922334746
1.75,2.522472754183309e-10,84261436.36171623,2.8632257507290032e+17,33704573.74468649
1.75,2.7438234558085025e-10,79110038.76600961,2.471318103790178e+17,31644014.706403844
1.75,2.984598007712637e-10,74273576.4231893,2.1330533118340666e+17,29709429.769275717
1.75,3.246500881383228e-10,69732795.48773684,1.8410889412205542e+17,27893117.395094737
1.75,3.5313861181927136e-10,65469619.215026945,1.5890875632030746e+17,26187846.886010777
1.75,3.8412704543763584e-10,61467075.99822089,1.3715791926122805e+17,24586829.599288356
1.75,4.178347597746186e-10,57709231.80469031,1.1838425554190477e+17,23083691.921876125
1.75,4.5450037572076605e-10,54181126.742999054,1.0218026079499397e+17,21672449.897199623
1.75,4.943834535014348e-10,50868715.50791872,8.819420832897115e+16,20347485.40316749
1.75,5.377663301342724e-10,47758811.46639178,7.61225144881906e+16,19103523.786556713
1.75,5.8495611812632e-10,44839034.16184717,6.570314901393915e+16,17935612.864738867
1.75,6.362868795597129e-10,42097760.027887575,5.670994737066356e+16,16839103.21115503
1.75,6.921219909566037e-10,39524076.1151389,4.894770157973958e+16,15809629.64605556
1.75,7.528567156644912e-10,37107736.647048585,4.224792300157634e+16,14843093.858819434
1.75,8.189210019721259e-10,34839122.231685,3.646518509228475e+16,13935648.092673998
1.75,8.907825267642241e-10,32709201.56715895,3.1473966750151784e+16,13083679.82686358
1.75,9.689500062613704e-10,30709495.48821813,2.716592773305968e+16,12283797.395287251
1.75,1.0539767972822035e-09,28832043.21088541,2.3447557006593948e+16,11532816.484354164
1.75,1.1464648145217095e-09,27069370.640760016,2.023814297747713e+16,10827747.456304006
1.75,1.24706879157642e-09,25414460.61881968,1.746802155387108e+16,10165783.447527872
1.75,1.3565009158808488e-09,23860724.98627196,1.507706400464141e+16,9544289.194508784
1.75,1.4755358703664754e-09,22401978.35724489,1.3013371794797096e+16,8960790.542897956
1.75,1.6050163175336858e-09,21032413.49490819,1.1232150066981716e+16,8412964.597963277
1.75,1.7458588647591325e-09,19746578.192996737,9694735316610114.0,7898630.477198694
1.75,1.8990605530676097e-09,18539353.570702557,8367756155200924.0,7415740.628281022
1.75,2.065705915303183e-09,17405933.694528136,7222408945289970.0,6962372.677811254
1.75,2.2469746536653196e-09,16341806.445975162,6233832583730690.0,6536721.778390065
1.75,2.4441499909600534e-09,15342735.558904609,5380568862321873.0,6137093.423561843
1.75,2.658627754685743e-09,14404743.755058648,4644096692257047.0,5761896.70202346
1.75,2.8919262582608328e-09,13524096.910606949,4008430082191307.0,5409637.96424278
1.75,3.1456970493438103e-09,12697289.190685658,3459771143569221.5,5078914.8762742635
1.75,3.421736601334132e-09,11921029.092749273,2986210591287294.5,4768410.83709971
1.75,3.721999030819589e-09,11192226.343174564,2577469238707156.0,4476889.737269825
1.75,4.048609930998349e-09,10507979.594952382,2224674875865965.8,4203191.037980953
1.75,4.403881419004314e-09,9865564.877491632,1920169687763851.5,3946225.150996653
1.75,4.790328503657331e-09,9262424.752555024,1657344032517064.0,3704969.1010220097
1.75,5.210686889507574e-09,8696158.133156257,1430492971336683.2,3478462.453262503
1.75,5.667932343211246e-09,8164510.7248877,1234692436147884.8,3265803.4899550797
1.75,6.16530175933409e-09,7665366.051626228,1065692346923106.9,3066145.620650491
1.75,6.706316074710306e-09,7196737.029890363,919824358715397.0,2878694.011956145
1.75,7.294805193570234e-09,6756758.058306548,793922235933287.2,2702702.423322619
1.75,7.93493509988459e-09,6343677.5906929895,685253125487558.0,2537470.2362771956
1.75,8.631237348857143e-09,5955851.163194426,591458237012931.9,2382339.6652777707
1.75,9.388641146339095e-09,5591734.847709339,510501642559519.6,2236693.1390837356
1.75,1.0212508243259302e-08,5249879.105547688,440626084391265.7,2099950.842219075
1.75,1.110867089209251e-08,4928923.016850573,380314831647858.4,1971568.406740229
1.75,1.2083473134063268e-08,4627588.862799592,328258757924332.0,1851034.7451198369
1.75,1.3143815709363002e-08,4344677.039047555,283327925148594.8,1737870.015619022
1.75,1.4297204908304728e-08,4079061.280121134,244547056951675.03,1631623.7120484537
1.75,1.5551805709238663e-08,3829684.1757838726,211074369151439.78,1531872.870313549
1.75,1.6916499579398304e-08,3595552.961510301,182183297840637.16,1438220.3846041206
1.75,1.840094734785578e-08,3375735.5663131787,157246728466007.1,1350293.4265252715
1.75,2.001565759567169e-08,3169356.9021902997,135723383572139.67,1267741.9608761198
1.75,2.177206104738152e-08,2975595.3804192487,117146073740111.86,1190237.3521676995
1.75,2.368259149044462e-08,2793679.640831553,101111556693762.88,1117471.0563326213
1.75,2.5760773795493982e-08,2622885.4810455735,87271784453629.14,1049153.3924182295
1.75,2.802131966049255e-08,2462532.9734334685,75326348547757.28,985012.3893733874
1.75,3.048023175658059e-08,2311983.758344906,65015959293843.48,924792.7033379623
1.75,3.315491701287467e-08,2170638.502811953,56116817612879.85,868254.6011247812
1.75,3.606430984217448e-08,2037934.5146182997,48435757207929.17,815173.0058473198
1.75,3.922900617990696e-08,1913343.5022344775,41806051663325.38,765336.6008937911
1.75,4.2671409285185624e-08,1796369.471701401,36083795452474.57,718546.9886805604
1.75,4.641588833612773e-08,1686546.752089804,31144780299792.02,674617.9008359216
1.75,5.0488950942143935e-08,1583438.141674972,26881799094551.414,633374.4566699888
1.75,5.49194307944356e-08,1486633.1674467179,23202318834936.535,594652.4669786871
1.75,5.973869178310005e-08,1395746.451025752,20026472090819.555,558297.7804103007
1.75,6.498085002581279e-08,1310416.174481199,17285323387612.672,524165.6697924796
1.75,7.068301537985341e-08,1230302.6399417287,14919372881023.55,492120.2559766915
1.75,7.688555414716741e-08,1155086.9172661358,12877264843221.6,462033.9669064543
1.75,8.363237483218501e-08,1084469.5743897676,11114672926593.889,433787.029755907
1.75,9.097123897530988e-08,1018169.485292347,9593338008434.799,407266.9941169388
1.75,9.895409926250376e-08,955922.7108417465,8280237731861.24,382368.2843366986
1.75,1.0763746730448541e-07,897481.4480583669,7146869716865.607,358991.77922334673
1.75,1.1708281368909704e-07,842613.043617163,6168632882762.592,337044.4174468652
1.75,1.2735700313885552e-07,791099.067660097,5324293452908.817,316438.82706403884
1.75,1.3853276785421932e-07,742734.4442318925,4595524050702.133,297092.977692757
1.75,1.5068922239342416e-07,697326.6348773692,3966505882399.0713,278929.85395094764
1.75,1.6391242373378453e-07,654694.8721502702,3423585371662.3745,261877.14886010805
1.75,1.7829598047919966e-07,614669.4399822095,2954977792689.2554,245866.9759928838
1.75,1.939417155265149e-07,577090.9980469028,2550511468930.215,230835.59921876114
1.75,2.1096038688183258e-07,541809.9474299895,2201406984931.8174,216723.17897199577
1.75,2.294724717295179e-07,508685.8350791878,1900086618837.777,203473.53403167514
1.75,2.4960901930441587e-07,477586.79466391826,1640009859057.5574,191033.91786556732
1.75,2.715125786048606e-07,448389.0216184714,1415531434799.0737,179354.80864738856
1.75,2.9533820751386784e-07,420976.2802788762,1221778778851.8315,168389.71211155047
1.75,3.2125457047220123e-07,395239.44115138944,1054546262806.6251,158094.97646055577
1.75,3.4944513247386884e-07,371076.04647048627,910203908963.3508,148429.6185881945
1.75,3.8010945783648106e-07,348389.90231684985,785618597411.9453,139355.16092673995
1.75,4.1346462294062107e-07,327090.69567158876,678086057993.796,130835.4782686355
1.75,4.4974675293918027e-07,307093.6348821816,585272170949.4598,122836.65395287264
1.75,4.892126933152029e-07,288319.1121088544,505162302114.49133,115326.84484354177
1.75,5.321418281213915e-07,270692.3864076,436017572924.44696,108276.15456304
1.75,5.788380577728086e-07,254143.286188197,376337116018.2745,101656.5144752788
1.75,6.296319503938047e-07,238605.92986271981,324825497153.7342,95441.57194508793
1.75,6.848830819488135e-07,224018.46357244914,280364596289.3627,89606.58542897966
1.75,7.449825817230663e-07,210322.81494908183,241989337478.92184,84128.32597963273
1.75,8.103559011729893e-07,197464.46192996696,208866740767.2483,78984.98477198678
1.75,8.814658257473113e-07,185392.21570702575,180277841384.35593,74156.0862828103
1.75,9.588157509999107e-07,174058.0169452815,155602083772.72195,69622.4067781126
1.75,1.0429532461863896e-06,163416.74445975153,134303851701.83327,65365.89778390061
1.75,1.1344739305714942e-06,153426.03558904625,115920842090.34517,61369.6142356185
1.75,1.2340256898882342e-06,144046.11755058664,100054030176.03792,57617.64702023465
1.75,1.342313262797505e-06,135239.6491060696,86359008215.83183,54095.05964242785
1.75,1.4601032298162907e-06,126971.5719068565,74538509712.19661,50787.828762742596
1.75,1.588229440031669e-06,119208.97092749248,64335956895.52798,47682.78837099699
1.75,1.7275989140169765e-06,111920.94343174576,55529891403.03639,44767.5773726983
1.75,1.8791982647375713e-06,105078.47594952393,47929167265.50881,42030.59037980957
1.75,2.044100681900524e-06,98654.32877491626,41368801860.08984,39460.931509966504
1.75,2.223473529191285e-06,92622.92752555032,35706394769.1496,37048.37101022013
1.75,2.418586608179083e-06,86960.26133156267,30819036812.374012,34783.304532625065
1.75,2.6308211473921996e-06,81643.78724887708,26600642158.998444,32656.714899550832
1.75,2.8616795801978352e-06,76652.34051626224,22959645610.5549,30660.136206504896
1.75,3.112796180705332e-06,71966.0502989035,19817015070.956318,28785.620119561398
1.75,3.385948632985606e-06,67566.26058306554,17104536062.252138,27025.704233226214
1.75,3.6830706155066364e-06,63435.455906929965,14763331049.460283,25373.382362771983
1.75,4.006265489871691e-06,59557.19163194423,12742581434.686172,23822.076652777694
1.75,4.357821190764496e-06,55916.028477093445,10998424479.913471,22365.61139083738
1.75,4.740226422509076e-06,52497.47105547693,9493001214.883198,20998.188422190775
1.75,5.156188276901584e-06,49287.910168505776,8193634663.78642,19714.36406740231
1.75,5.6086513970328115e-06,46274.568627995905,7072120553.218169,18509.027451198363
1.75,6.100818822764358e-06,43445.450390475526,6104115105.377472,17377.38015619021
1.75,6.636174665426095e-06,40789.29280121138,5268606627.84751,16314.917120484552
1.75,7.218508772251754e-06,38295.52175783877,4547459430.193171,15317.408703135507
1.75,7.85194355515505e-06,35954.20961510299,3925020167.5513735,14380.883846041197
1.75,8.540963173770412e-06,33756.03566313176,3387778066.440477,13501.614265252705
1.75,9.29044527934864e-06,31692.249021903026,2924071657.591802,12676.099608761211
1.75,1.0105695544226167e-05,29754.63380419252,2523835650.0958905,11901.053521677008
1.75,1.0992485221306085e-05,27935.476408315513,2178382452.4702635,11173.390563326204
1.75,1.1957091999438964e-05,26227.534810455723,1880213598.30742,10490.21392418229
1.75,1.3006344443923628e-05,24624.00973433471,1622856983.2757983,9848.803893733884
1.75,1.414767033672739e-05,23118.51758344908,1400726380.5121593,9246.607033379632
1.75,1.538914925863175e-05,21705.065028119516,1209000185.0223877,8681.226011247807
1.75,1.673956978553886e-05,20378.025146182987,1043516755.0958272,8150.410058473195
1.75,1.820849170383826e-05,19132.115022344795,900684078.9959193,7652.046008937918
1.75,1.9806313685263796e-05,17962.37471701403,777401806.1368452,7184.1498868056115
1.75,2.1544346900318823e-05,16864.14752089803,670993950.3415183,6744.859008359212
1.75,2.3434895091387883e-05,15833.06141674971,579150804.4262755,6332.424566699883
1.75,2.549134167238217e-05,14865.011674467192,499878805.3002593,5945.204669786877
1.75,2.7728244471507223e-05,13956.144510257536,431457261.3427549,5581.657804103014
1.75,3.016143878784795e-05,13102.841744811982,372401002.7755051,5240.336697924793
1.75,3.280814949132081e-05,12301.706399417279,321428144.312564,4919.882559766911
1.75,3.568711295956224e-05,11549.549172661369,277432260.33823043,4619.019669064548
1.75,3.8818709714958786e-05,10843.375743897688,239458368.642705,4336.550297559075
1.75,4.222510870077182e-05,10180.374852923465,206682201.41431665,4071.349941169386
1.75,4.5930424217704824e-05,9557.907108417461,178392313.54091135,3822.3628433669846
1.75,4.9960886631885935e-05,8973.494480583679,153974639.86012024,3588.5977922334714
1.75,5.434502806272774e-05,8424.81043617164,132899166.15553518,3369.124174468656
1.75,5.9113884365169984e-05,7909.6706766009665,114708424.57714756,3163.068270640387
1.75,6.430121483616162e-05,7426.0244423189215,99007563.76566878,2969.6097769275684
1.75,6.994374120071093e-05,6971.946348773698,85455778.14114483,2787.9785395094796
1.75,7.608140756931394e-05,6545.628721502709,73758910.31853512,2617.4514886010834
1.75,8.275766320702957e-05,6145.3743998220925,63663066.077019416,2457.349759928837
1.75,9.001977011595783e-05,5769.589980469026,54949103.28845799,2307.0359921876106
1.75,9.791913760853445e-05,5416.7794742999,47427875.18073989,2165.9117897199603
1.75,0.0001065116862401253,5085.538350791883,40936124.68547879,2033.4153403167534
1.75,0.0001158582436772414,4774.547946639181,35332940.752062716,1909.0191786556722
1.75,0.00012602497530377337,4482.570216184712,30496699.70820101,1792.228086473885
1.75,0.00013708385261355807,4208.442802788766,26322425.275615595,1682.5771211155065
1.75,0.00014911316270508368,3951.0744115138987,22719509.93692452,1579.6297646055596
1.75,0.0001621980624851049,3709.440464704861,19609748.19331637,1482.9761858819443
1.75,0.0001764311815044419,3482.5790231684964,16925639.022568595,1392.2316092673987
1.75,0.0001919132776935102,3269.586956715891,14608920.690271834,1307.0347826863565
1.75,0.00020875395063961013,3069.6163488218194,12609306.110621644,1227.0465395287279
1.75,0.000227072417455348,2881.871121088543,10883391.306301998,1151.9484484354173
1.75,0.00024699835673065436,2705.6038640759984,9393713.274303079,1081.4415456303993
1.75,0.0002686728265428373,2540.112861881973,8107936.807547003,1015.2451447527892
1.75,0.0002922492630233715,2384.7392986272007,6998152.621332335,953.0957194508803
1.75,0.0003178945665503921,2238.86463572449,6040271.549609606,894.7458542897961
1.75,0.0003457902832561806,2101.9081494908173,5213501.661407953,839.9632597963268
1.75,0.0003761338902136763,1973.324619299672,4499896.947612314,788.5298477198687
1.75,0.00040914019339999817,1852.6021570702596,3883967.7818089686,740.2408628281039
1.75,0.00044504284833332393,1739.2601694528141,3352344.69979573,694.9040677811256
1.75,0.00048409601414789487,1632.8474445975144,2893488.199697009,652.3389778390058
1.75,0.000526576152816544,1532.940355890464,2497438.2635552217,612.3761423561856
1.75,0.0005727839862576526,1439.1411755058677,2155598.1634712745,574.856470202347
1.75,0.0006230466251811238,1351.0764910606956,1860547.8595531036,539.6305964242782
1.75,0.0006777198847437252,1268.3957190685644,1605882.9392560865,506.5582876274258
1.75,0.0007371908034066062,1190.769709274926,1386075.6021049574,475.50788370997043
1.75,0.0008018803828262751,1117.8894343174588,1196354.6723077912,446.35577372698356
1.75,0.0008722465681750427,1049.4647594952387,1032602.0347952663,418.9859037980955
1.75,0.0009487874899889744,985.2232877491623,891263.2467080696,393.2893150996649
1.75,0.0010320449904927852,924.9092752555042,769270.3840500303,369.16371010220166
1.75,0.001122608459364942,868.2826133156277,663975.4488032236,346.5130453262511
1.75,0.0012211190060968,815.1178724887704,573092.8910284477,325.24714899550816
1.75,0.0013282739984823986,765.203405162622,494649.9983259165,305.28136206504877
1.75,0.0014448319993674355,718.3405029890356,426944.0758012701,286.53620119561424
1.75,0.0015716181366052422,674.342605830656,368505.4870779141,268.9370423322624
1.75,0.001709529944234296,633.0345590692992,318065.75411755976,252.4138236277197
1.75,0.001859543716227668,594.2519163194421,274530.0234181807,236.90076652777685
1.75,0.0020227214177933606,557.840284770935,236953.30093595476,222.336113908374
1.75,0.002200218203151435,523.65471055477,204519.93988233194,208.661884221908
1.75,0.0023932905930071522,491.55910168505744,176525.93615483135,195.82364067402298
1.75,0.0026033053696094227,461.4256862799588,152363.64710314645,183.77027451198353
1.75,0.0028317492523637668,433.1345039047557,131508.60193346845,172.45380156190228
1.75,0.003080239422494574,406.57292801211423,113508.11745540568,161.8291712048457
1.75,0.0033505349712619655,381.6352175783875,97971.47206294742,151.854087031355
1.75,0.0036445493527765523,358.2220961510298,84561.4246642139,142.48883846041193
1.75,0.003964363929567065,336.240356631318,72986.89446842484,133.6961426525272
1.75,0.004312242706791514,315.6024902190306,62996.64273628789,125.44099608761223
1.75,0.004690648359397062,296.22633804192503,54373.819348797144,117.69053521677002
1.75,0.005102259665686786,278.034764083155,46931.25582132623,110.41390563326199
1.75,0.005549990470707651,260.9553481045575,40507.402592371516,103.582139241823
1.75,0.006037010313703743,244.92009734334735,34962.82240103844,97.16803893733893
1.75,0.006566766865658864,229.8651758344907,30177.16363792156,91.14607033379627
1.75,0.007143010335766556,215.73065028119504,26046.547972411576,85.49226011247802
1.75,0.0077698200196038925,202.4602514618301,22481.31555181924,80.18410058473204
1.75,0.008451633176946647,190.00115022344815,19404.078829221933,75.20046008937926
1.75,0.009193276443655246,178.3037471701402,16748.04277608621,70.52149886805609
1.75,0.01,167.32147520898022,14455.55501791259,66.12859008359209
