alpha,type,delta,D_true,D_stable,D_raw32,rel_stable,rel_raw32,rel_gap32
1.25,II,1.2115276586285876e-05,0.6929730337600181,0.6929654568588801,0.6970430989498128,1.093390473917794e-05,0.005873338487229197,0.005884272391968375
1.25,II,1.4677992676220675e-05,0.6929730337600181,0.6929641396692618,0.6963531878624049,1.2834685222827128e-05,0.004877757052170321,0.004890591737393148
1.25,II,1.778279410038923e-05,0.6929730337600181,0.6929627411668413,0.6957713232376345,1.4852804763420564e-05,0.004038092885711725,0.004052945690475146
1.25,II,2.1544346900318823e-05,0.6929730337600181,0.6929611946453511,0.6952281861634496,1.7084524346810387e-05,0.003254314805289415,0.0032713993296362254
1.25,II,2.6101572156825332e-05,0.6929730337600181,0.6929594054597564,0.694690728477866,1.9666422209375935e-05,0.0024787324097271224,0.002498398831936498
1.25,II,3.1622776601683795e-05,0.6929730337600181,0.6929572984183183,0.6942777493527967,2.270700436113947e-05,0.0018827797464201247,0.0019054867507812643
1.25,II,3.831186849557285e-05,0.6929730337600181,0.6929548256940434,0.6939503429177805,2.627528790815805e-05,0.0014103134034806407,0.0014365886913887988
1.25,II,4.641588833612772e-05,0.6929730337600181,0.6929519679946218,0.6937105602767547,3.0399112764875523e-05,0.001064293242025422,0.0010946923547902976
1.25,II,5.623413251903491e-05,0.6929730337600181,0.6929487311448573,0.6935121502681734,3.5070073403675785e-05,0.0007779761720742541,0.00081304624547793
1.25,II,6.812920690579608e-05,0.6929730337600181,0.6929450116934003,0.693358567941479,4.043745608070449e-05,0.0005563480289688098,0.0005967854850495143
1.25,II,8.254041852680174e-05,0.6929730337600181,0.6929406393852223,0.693254671306424,4.6746948607757174e-05,0.0004064192005825014,0.0004531661491902585
1.25,II,0.0001,0.6929730337600181,0.6929356042938883,0.6931906744770873,5.401287540242981e-05,0.0003140680899057486,0.00036808096530817846
1.25,II,0.00012115276586285876,0.6929730337600181,0.6929298212203613,0.6931389104099452,6.235818358228242e-05,0.00023936955963083152,0.00030172774321311394
1.25,II,0.0001467799267622069,0.6929730337600181,0.6929231354544182,0.6930920632688381,7.200612890970239e-05,0.00017176643681816804,0.00024377256572787043
1.25,II,0.00017782794100389227,0.6929730337600181,0.6929154629405757,0.6930524988885279,8.307800828840233e-05,0.00011467275729143247,0.0001977507655798348
1.25,II,0.00021544346900318823,0.6929730337600181,0.6929065082545752,0.6930180275223067,9.600013593873336e-05,6.49285904308305e-05,0.00016092872636956385
1.25,II,0.0002610157215682536,0.6929730337600181,0.6928962364748749,0.6929857019185263,0.00011082290565696047,1.8280882359106493e-05,0.00012910378801606696
1.25,II,0.00031622776601683794,0.6929730337600181,0.6928843357277892,0.6929550418399252,0.00012799636913375363,2.5963376951716262e-05,0.00010203299218203738
