alpha,exact,cutoff_mass_mc2,MC-I,MC-II,GJ-I,GJ-II,MC-I_rel_err,MC-II_rel_err,GJ-I_rel_err,GJ-II_rel_err
1.4752525252525253,0.5804590187230422,0.00017153953688472007,0.5802285989734203,0.5803268806577484,0.5804590187230994,0.5804590187248855,0.0003969612706316539,0.00022764409033469092,9.850219209958819e-14,3.1755959134552676e-12
1.4851515151515151,0.5747822339684796,0.0002020227544515739,0.5745010156551822,0.574653576204801,0.5747822339684947,0.5747822340014699,0.0004892606219851208,0.00022383740497746105,2.6269136800999565e-14,5.7396132356007504e-11
1.495050505050505,0.5690486282639828,0.0002379229538414148,0.5689872746175378,0.5689872282250092,0.5690486282639894,0.5690486282685719,0.00010781793224274811,0.00010789945871745034,1.1510994878015449e-14,8.064524970894382e-12
1.504949494949495,0.5632589058429734,0.0002802027529933185,0.5634643004168446,0.5633294910684495,0.5632589058429723,0.563258905859481,0.00036465393044029924,0.00012531577351707608,1.971070520338416e-15,2.9307256245755805e-11
1.5148484848484849,0.557413789710592,0.0003299958306560318,0.5563729325454787,0.5569159805187636,0.5574137897105572,0.557413789721864,0.0018672971216834684,0.000893069387621113,6.23414442057659e-14,2.0221931274016634e-11
1.5247474747474747,0.5515140216651866,0.000388637324533928,0.5508616545747301,0.5512157111419171,0.5515140216651795,0.5515140217110307,0.0011828658290260153,0.0005408938151178143,1.2883493580358267e-14,8.312409927588434e-11
1.5346464646464646,0.5455603623142532,0.00045769963129723237,0.546523739728571,0.545967930111065,0.5455603623142583,0.5455603622341663,0.0017658493557545544,0.0007470626991355165,9.361064817120962e-15,1.4679757294377303e-10
1.5445454545454544,0.539553591084723,0.0005390345683880244,0.5390238758299633,0.5392392504378616,0.5395535910847346,0.5395535911083923,0.0009817657847384744,0.0005825939296029312,2.1399763891643853e-14,4.3868281376106916e-11
1.5544444444444445,0.5334945062275088,0.0006348230281369288,0.5345502695068067,0.5339166503373702,0.5334945062275342,0.5334945062106159,0.0019789581091724964,0.000791281081498874,4.7655799576451437e-14,3.166467751944846e-11
1.5643434343434344,0.5273839248162169,0.0007476334556021244,0.5274210767356752,0.527349792866634,0.5273839248163019,0.5273839248935565,7.044568048077507e-05,6.471935904151692e-05,1.6125459970347572e-13,1.4664758546114536e-10
